Account,Hm_Start_Dt,Auto_Ship_Ind,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,KYN_Training,PQS_Program,Last_EQuIPP_Login,PQS_Enrolled_Date,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,Internal_Decor,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Chain_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,Hospital_Associated_encoded
363318,736441,0,2500.0,1,5800.0,0,0,0,0,720624,1,736622,736012,1,1,0,0,0,0.0,0.0,0,132586.0,5,0,0,0,0,16,2,22,0,0,0,33,31,0,6,0,85,1,0
254771,732586,0,1842.11,1,1200.0,0,0,0,1,735330,1,736590,735346,1,0,0,0,0,0.0,0.0,1,118660.0,5,0,1,1,0,21,2,0,0,1,0,34,5,0,4,3,1,1,15
304555,733602,0,0.0,1,1111.0,1,1,0,1,735304,1,736465,735335,1,1,0,0,1,0.0,0.0,0,158845.0,0,0,1,1,0,30,2,0,0,1,0,34,5,0,0,8,7,0,15
392406,732967,1,0.0,1,2400.0,1,1,0,1,735332,1,736194,735295,1,1,0,1,0,2.0,1108.5,1,399087.0,3,0,1,1,0,19,2,0,0,1,0,38,5,0,1,3,7,0,15
394446,734772,0,1330.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,1,35993.0,1,1,1,1,1,19,6,0,0,1,0,37,5,0,0,8,7,1,15
407013,734792,1,0.0,1,1193.0,1,1,0,0,735319,1,736253,735331,0,0,0,1,0,1.0,337.28,0,159060.0,5,0,1,1,0,19,2,0,0,1,0,37,5,0,1,8,7,0,15
508705,733785,1,484.0,1,1200.0,0,0,0,1,735380,1,736619,735519,1,1,0,0,0,0.0,0.0,1,138354.0,0,0,1,1,0,30,2,0,0,1,0,37,5,0,0,3,7,0,15
508721,732586,1,0.0,1,1200.0,0,0,0,1,735446,1,736626,735458,1,1,0,1,0,5.0,830.4,1,283953.0,5,0,1,1,0,19,2,0,0,1,0,37,5,0,1,3,7,1,15
518910,732708,0,1639.61,1,1200.0,0,0,0,0,736007,1,736557,736017,1,0,0,0,0,0.0,0.0,0,58358.0,5,3,1,1,0,21,2,0,0,1,0,37,5,0,1,8,1,1,15
588532,736287,0,1113.0,1,225.0,1,1,0,0,736343,1,736619,736361,0,1,0,0,1,0.0,0.0,1,10422.0,5,0,1,0,0,19,2,0,0,1,0,37,5,0,1,8,7,1,15
663989,735170,1,100.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,4169.0,1,1,1,0,1,19,2,0,0,1,0,37,5,0,0,8,7,0,15
668450,732651,0,0.0,1,1100.0,1,1,0,1,720624,1,735771,735436,1,1,0,0,0,0.0,0.0,0,159167.0,0,0,1,1,0,46,2,0,0,1,0,37,5,0,0,3,24,0,15
396891,735675,0,2500.0,1,8912.0,1,1,0,0,736090,1,736398,735640,0,1,0,0,0,0.0,0.0,0,57787.0,5,3,0,0,0,41,2,11,1,0,0,39,10,0,4,2,154,1,1
746314,736402,0,2000.0,1,0.0,0,0,0,0,720624,1,736481,720624,0,1,0,0,0,0.0,0.0,0,112569.0,5,0,0,0,0,21,2,0,0,1,0,31,5,0,4,8,1,3,15
409433,733496,1,0.0,1,470.0,1,1,1,1,735311,1,736557,735335,1,0,0,1,0,1.0,1609.88,1,110902.0,0,3,1,1,0,28,2,11,0,0,4,38,10,4,4,2,153,0,0
304550,732288,1,1829.0,0,1200.0,0,0,0,1,735527,1,736589,735540,1,1,0,1,0,1.0,374.73,0,412451.0,5,0,0,1,0,48,2,11,0,0,0,38,110,0,1,3,145,0,0
756418,733881,0,603.0,1,700.0,1,1,0,0,735354,1,736618,735388,1,0,0,0,0,0.0,0.0,0,421148.0,3,3,0,1,0,28,6,11,0,0,0,39,10,0,3,2,153,5,3
769628,736550,0,2500.0,1,1000.0,0,0,0,0,736564,1,720624,720624,1,0,0,0,0,0.0,0.0,0,1971.0,5,4,0,0,0,19,2,0,0,1,0,37,5,0,6,8,7,3,15
933994,733822,0,1122.0,1,1200.0,0,0,0,0,735445,1,735894,735659,0,1,0,0,0,0.0,0.0,0,172350.0,0,0,0,0,0,46,2,0,0,1,0,37,5,0,1,3,24,0,15
42541,735323,1,0.0,1,1200.0,0,0,0,0,736032,1,720624,736213,0,1,0,0,0,0.0,0.0,1,317159.0,5,0,1,0,0,36,2,17,0,2,0,38,6,0,2,8,131,1,15
71704,734031,1,2319.0,0,1200.0,0,0,0,0,720624,0,720624,735464,1,1,0,0,0,0.0,0.0,0,364596.0,0,3,1,0,0,36,6,17,0,2,16,38,6,3,3,7,131,1,15
83581,735654,0,2500.0,1,1200.0,0,0,0,0,720624,0,736545,735464,0,1,0,0,0,0.0,0.0,0,71060.0,5,0,0,0,0,36,6,17,0,2,16,38,6,3,2,7,131,1,15
96954,733616,0,2169.0,1,1200.0,0,0,0,0,735409,1,736248,735451,0,0,0,0,0,0.0,0.0,0,89750.0,3,3,1,1,0,36,2,17,0,2,16,39,6,3,1,7,131,1,15
99050,732736,0,1911.0,0,1200.0,0,0,0,0,720624,0,720624,735464,1,1,0,0,0,0.0,0.0,0,121361.0,4,0,1,1,0,36,2,17,0,2,16,39,6,3,2,7,131,1,15
132952,735291,0,2500.0,1,0.0,0,0,0,0,720624,0,720624,735481,0,1,0,0,0,0.0,0.0,0,84237.0,5,0,1,0,0,36,2,17,0,2,16,39,6,3,3,7,131,3,15
145081,735425,1,2500.0,1,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,1,0,2.0,263.2,0,267316.0,5,3,1,0,1,36,2,17,0,2,0,1,6,0,4,8,131,3,15
168419,732728,0,2240.8,0,1200.0,0,0,0,0,720624,0,720624,735464,0,1,0,0,0,0.0,0.0,0,212477.0,5,1,1,1,0,36,2,17,0,2,16,34,6,3,2,7,131,2,15
186093,735453,1,2500.0,1,1200.0,0,0,0,0,720624,0,736626,735464,1,1,0,1,0,7.0,15151.07,1,502716.0,1,0,0,0,0,36,2,17,0,2,16,39,6,3,0,7,120,0,15
193946,732288,1,104.4,1,1200.0,0,1,0,0,736054,1,736074,735464,1,1,0,0,0,0.0,0.0,1,402884.0,0,0,1,1,0,36,2,17,0,2,16,39,6,3,3,7,120,1,15
197556,735724,0,2500.0,0,400.0,0,0,0,0,720624,1,736621,735820,0,1,0,1,0,1.0,165.66,1,894213.0,5,0,0,0,0,36,2,17,0,2,16,34,6,3,1,7,131,1,15
220204,735801,1,0.0,1,6000.0,1,1,0,0,720624,0,736621,735464,0,1,0,1,0,2.0,3727.92,0,194455.0,5,0,1,0,0,36,2,17,0,2,16,34,6,3,3,7,131,0,15
223119,736062,0,2000.0,0,1200.0,0,0,0,0,736263,1,736612,736269,0,0,0,0,0,0.0,0.0,0,90083.0,5,4,0,0,0,36,6,17,0,2,0,38,6,0,6,8,131,2,15
229113,735801,1,2500.0,1,6000.0,1,1,0,0,736126,0,736621,735464,0,1,0,0,0,0.0,0.0,0,120680.0,5,0,1,0,0,36,2,17,0,2,16,34,6,3,1,7,131,1,15
229274,735801,1,0.0,1,6000.0,1,1,0,0,720624,0,736621,735464,0,1,0,1,0,1.0,209.94,0,146608.0,5,0,1,0,0,36,2,17,0,2,16,34,6,3,1,7,131,0,15
410068,732556,0,0.0,1,0.0,1,1,0,1,735304,1,736625,735311,1,0,0,1,0,1.0,374.42,1,624629.0,2,2,0,1,0,28,3,11,0,0,0,38,10,0,5,2,139,0,3
250634,735822,0,1144.0,1,1200.0,0,0,0,0,735884,1,736500,735940,0,1,0,1,0,1.0,336.56,0,83621.0,1,1,1,0,0,16,2,17,0,2,0,1,6,0,0,8,83,1,15
262924,735860,0,2500.0,0,0.0,0,0,0,0,720624,0,736138,735464,0,1,0,0,0,0.0,0.0,0,122390.0,1,1,1,0,0,36,2,17,0,2,16,34,6,3,0,7,131,3,15
263568,735877,0,2500.0,1,0.0,0,0,0,0,720624,0,736620,735464,0,1,0,1,0,1.0,530.18,0,279543.0,5,3,1,0,0,36,2,17,0,2,16,34,6,3,1,7,120,3,15
294964,736070,1,2000.0,1,1060.0,1,1,0,0,720624,0,735999,735464,0,1,0,0,0,0.0,0.0,0,318349.0,5,0,1,0,0,36,2,17,0,2,16,34,6,3,1,7,131,1,15
306288,735887,1,2500.0,1,1200.0,0,0,0,0,720624,0,736620,735436,0,1,0,0,0,0.0,0.0,0,150828.0,5,0,1,0,0,36,2,17,0,2,16,39,6,3,3,7,131,2,15
338489,735992,1,2500.0,1,1200.0,0,0,0,0,720624,0,736613,735464,0,1,0,1,0,1.0,330.04,0,114172.0,1,0,0,0,0,36,2,17,0,2,16,34,6,3,0,7,120,1,15
344254,735474,0,2477.0,1,1200.0,0,0,0,0,720624,0,736135,735464,0,1,0,1,0,3.0,168.28,0,85495.0,5,0,1,0,0,36,6,17,0,2,16,39,6,3,2,7,131,1,15
351745,736119,1,2000.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,1,105198.0,5,3,1,0,1,36,2,17,0,2,0,38,6,0,1,8,130,3,15
371757,735474,0,2500.0,1,588.0,1,1,0,0,735524,1,736619,735464,0,0,0,0,0,0.0,0.0,0,339669.0,5,0,1,0,0,36,4,17,0,2,16,34,6,3,6,7,131,1,15
495125,733437,1,2060.0,1,0.0,1,1,0,1,735327,1,736340,735353,1,1,0,1,0,4.0,5512.43,0,88039.0,0,0,1,1,0,28,2,11,0,0,24,38,10,4,1,2,153,0,0
495133,733437,1,2488.0,1,0.0,1,1,0,1,720624,1,736466,735353,1,1,0,0,0,0.0,0.0,1,103666.0,0,0,1,1,0,28,2,11,0,0,24,38,10,4,1,2,153,0,0
499282,733748,0,2160.0,1,1200.0,0,0,0,0,736060,1,720624,736066,1,1,0,0,0,0.0,0.0,0,143400.0,0,0,1,0,0,41,2,11,0,0,0,38,10,0,4,3,154,1,0
624033,736244,0,2000.0,1,1200.0,0,0,0,0,720624,0,736625,735464,1,1,0,0,0,0.0,0.0,0,104253.0,5,0,1,0,0,36,2,17,0,2,16,34,6,3,2,7,131,1,15
646849,736258,1,500.0,1,6000.0,1,1,0,0,720624,0,736621,735464,0,1,0,0,0,0.0,0.0,0,60391.0,1,0,1,0,0,36,2,17,0,2,16,34,6,3,0,7,131,0,15
646974,736334,0,2000.0,1,1200.0,0,0,0,0,720624,0,736516,735467,0,1,0,1,0,1.0,165.02,0,169261.0,1,1,1,0,0,36,2,17,0,2,16,34,6,3,0,7,131,2,15
649508,736362,0,2500.0,0,0.0,0,0,0,0,720624,0,736516,735467,0,1,0,0,0,0.0,0.0,0,5000.0,5,1,0,0,0,36,6,17,0,2,16,34,6,3,2,7,131,3,15
649557,736363,0,2000.0,1,1200.0,0,0,1,0,720624,0,736615,736256,0,1,0,0,0,0.0,0.0,0,26018.0,1,0,0,0,0,36,2,17,0,2,16,37,6,3,0,7,131,1,15
665745,733013,1,0.0,1,1200.0,0,0,1,0,735327,1,736298,735353,1,1,0,1,0,5.0,6651.63,0,186933.0,0,0,1,1,0,36,2,17,0,2,16,34,6,3,1,7,120,0,15
712179,736405,1,2000.0,0,800.0,0,0,0,0,736503,0,736619,735388,0,1,0,0,0,0.0,0.0,0,241155.0,1,0,1,0,0,36,2,17,0,2,22,40,6,4,0,7,131,1,15
712189,736405,1,2000.0,0,800.0,0,0,1,0,720624,0,736619,736031,0,1,0,0,0,0.0,0.0,0,69479.0,1,0,1,0,0,36,2,17,0,2,22,40,6,4,0,7,131,1,15
714274,736504,1,2500.0,0,0.0,0,0,1,0,736518,0,720624,736545,1,1,0,0,0,0.0,0.0,0,26844.0,5,0,1,0,0,36,2,17,0,2,16,34,6,3,6,7,131,3,15
769526,736566,1,2500.0,0,600.0,0,0,0,0,735627,0,736314,720624,0,1,0,0,0,0.0,0.0,0,186041.0,5,0,1,0,1,36,2,17,0,2,16,37,6,3,6,7,131,1,15
769530,736607,0,2500.0,0,0.0,0,0,1,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,708.0,5,4,0,0,1,36,2,17,0,2,24,37,6,4,6,8,131,3,15
912488,734417,1,0.0,1,1200.0,0,0,0,1,735444,1,736620,735436,1,1,0,1,0,6.0,2636.48,1,264136.0,0,0,1,0,0,36,2,17,0,2,16,39,6,3,3,7,131,0,15
1116,736423,0,2000.0,0,0.0,0,0,1,0,720624,1,720624,736082,0,0,0,1,0,2.0,0.0,0,51319.0,5,4,0,0,0,43,6,2,0,2,0,1,7,0,6,8,94,3,15
4175,735398,1,1683.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,1,0.0,0.0,0,15528.0,1,0,1,0,1,43,6,2,1,2,0,37,7,0,0,8,94,2,15
8200,735153,0,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,328243.0,2,2,1,0,1,43,6,2,1,2,0,1,7,0,5,8,94,3,15
56851,735297,0,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,120769.0,1,1,1,0,1,43,6,2,1,2,0,1,7,0,0,8,94,3,15
57495,735486,0,2500.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,2034.0,1,1,1,0,1,43,4,2,1,2,0,1,7,0,0,8,94,1,15
57656,735187,1,0.0,1,4725.0,1,1,0,1,720624,1,736626,735764,1,1,0,1,0,3.0,453.9,0,674272.0,5,0,1,0,0,43,2,2,0,2,0,2,7,0,4,8,94,1,15
58139,735635,0,2500.0,1,1200.0,0,0,0,0,720624,0,736626,735738,0,0,0,0,0,0.0,0.0,0,103464.0,5,4,0,0,0,43,6,2,0,2,16,37,7,4,6,7,94,1,15
68940,732929,1,0.0,0,1200.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,173926.0,0,0,1,1,1,43,2,2,0,2,0,38,7,0,1,3,94,1,15
76993,732616,1,0.0,0,0.0,0,0,0,0,720624,0,736548,735464,0,1,0,0,0,0.0,0.0,0,126688.0,5,0,1,1,0,43,2,2,2,2,16,37,7,4,3,7,141,3,15
78855,735398,0,2500.0,0,0.0,0,0,0,0,720624,0,735606,735388,0,0,0,0,0,0.0,0.0,0,17538.0,2,2,0,0,0,43,6,2,1,2,22,1,7,1,5,7,94,3,15
79016,735074,0,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,1,62668.0,5,0,0,0,1,43,6,2,0,2,0,1,7,0,1,8,94,3,15
137318,735635,0,2500.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,125022.0,5,4,0,0,1,43,6,2,1,2,16,37,7,4,6,7,94,1,15
166942,735755,1,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,19524.0,5,4,1,0,1,43,2,2,0,2,0,38,7,0,6,8,94,3,15
168275,735388,1,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,28305.0,5,0,1,0,1,43,4,2,1,2,0,1,7,0,2,3,94,3,15
176840,736048,0,2000.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,336640.0,5,0,1,0,1,43,2,2,0,2,0,1,7,0,4,8,94,1,15
188325,736417,0,2000.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,15222.0,5,1,0,0,1,43,4,2,0,2,22,1,7,1,2,7,94,3,15
500570,733728,1,0.0,1,1200.0,0,0,0,0,736090,1,720624,736107,1,1,0,1,0,1.0,534.24,0,158245.0,0,0,1,1,0,41,2,11,0,0,9,34,10,4,2,7,174,1,1
200132,735837,0,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,1,40635.0,5,4,0,0,1,43,6,2,0,2,0,1,7,0,6,3,94,3,15
208534,735718,0,2500.0,1,1200.0,0,0,0,0,720624,0,720624,735388,0,0,0,0,0,0.0,0.0,0,140314.0,2,2,1,0,0,43,2,2,2,2,22,1,7,1,5,7,94,2,15
219375,735654,1,2500.0,1,0.0,0,0,0,0,720624,0,720624,735388,0,1,0,1,0,1.0,958.93,0,389103.0,1,0,1,0,0,43,2,2,0,2,22,17,7,4,0,7,94,3,15
221492,736000,0,0.0,1,4725.0,1,1,0,0,720624,0,720624,720624,0,1,0,1,0,3.0,783.21,0,167475.0,5,0,1,0,1,43,2,2,0,2,0,2,7,0,2,8,94,0,15
232494,735845,1,323.0,1,4725.0,1,1,0,0,720624,0,720624,720624,0,1,0,1,0,1.0,166.18,0,273244.0,5,0,1,0,1,43,2,2,0,2,0,2,7,0,2,8,94,0,15
233160,736172,0,2000.0,0,1200.0,0,0,0,0,720624,0,720624,720624,1,1,0,0,0,0.0,0.0,0,162359.0,2,2,1,0,1,43,6,2,1,2,0,1,7,0,5,8,94,2,15
242691,735867,0,1426.0,1,588.0,1,1,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,125328.0,5,0,1,0,1,43,2,2,0,2,0,37,7,0,2,8,94,1,15
243335,735985,0,2500.0,1,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,51962.0,2,2,1,0,1,43,2,2,0,2,0,1,7,0,5,8,94,3,15
254981,735921,0,1666.0,1,800.0,0,1,0,1,735943,1,736626,735968,1,1,0,1,1,2.0,310.57,1,31847.0,2,2,1,0,0,43,4,2,0,2,0,1,7,0,5,3,94,1,15
255142,735992,0,2381.0,1,1200.0,0,1,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,50211.0,1,0,1,0,1,43,2,2,0,2,0,37,7,0,0,8,94,1,15
271482,733196,0,103.0,1,1200.0,0,1,0,0,735319,1,736619,735335,1,1,0,1,0,3.0,1195.83,0,567005.0,0,0,1,1,0,43,2,2,0,2,0,38,7,0,1,2,94,1,15
274385,736424,0,2000.0,0,0.0,0,0,0,0,720624,0,720624,735388,0,0,0,0,0,0.0,0.0,0,171469.0,5,4,0,0,0,43,6,2,0,2,22,1,7,1,6,7,94,3,15
286699,736039,0,2000.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,1,0,6.0,3313.43,0,368668.0,5,0,0,0,1,43,4,2,0,2,0,1,7,0,2,8,94,3,15
294450,733605,0,1682.0,1,0.0,1,1,0,1,736444,0,720624,720624,1,1,0,0,0,0.0,0.0,1,653509.0,5,0,0,1,1,43,2,2,0,2,0,2,7,0,4,8,94,1,15
297540,736279,0,2500.0,1,0.0,0,0,0,1,720624,0,720624,720624,1,0,0,0,0,0.0,0.0,0,10797.0,5,4,1,0,1,43,2,2,0,2,0,37,7,0,6,8,94,1,15
297889,733689,1,33.0,0,0.0,0,0,0,0,735444,0,736352,735464,0,1,0,0,0,0.0,0.0,0,111552.0,3,0,1,1,0,43,2,2,2,2,16,37,7,4,1,7,94,3,15
320349,736335,0,1500.0,1,1200.0,0,0,0,0,736375,1,720624,720624,1,0,0,1,0,1.0,341.8,0,57759.0,5,4,0,0,0,43,6,2,0,2,14,37,7,4,6,7,94,5,15
331995,736117,0,2000.0,0,1200.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,325.0,5,4,0,0,1,43,6,2,0,2,9,1,7,1,6,7,94,2,15
332045,735697,1,2500.0,0,0.0,0,0,0,0,720624,1,720624,735722,0,0,0,0,0,0.0,0.0,1,25957.0,5,4,0,0,0,43,6,2,0,2,0,1,7,0,6,3,94,3,15
534191,735331,0,0.0,1,1200.0,0,0,0,0,735354,1,736376,735367,0,0,0,0,0,0.0,0.0,1,982.0,2,2,0,0,0,43,6,2,0,2,7,37,7,4,5,8,94,0,15
557978,736437,0,2500.0,1,0.0,0,0,1,0,736482,0,720624,720624,0,1,0,0,0,0.0,0.0,0,6055.0,5,0,1,0,1,43,2,2,0,2,0,37,7,0,4,8,94,3,15
560097,736297,0,2000.0,0,1200.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,15373.0,5,4,0,0,1,43,6,2,0,2,0,37,7,0,6,8,94,2,15
614786,734371,1,883.0,1,0.0,0,0,0,1,735404,1,736580,735431,1,1,1,0,0,0.0,0.0,0,152386.0,3,0,1,1,0,43,4,2,0,2,0,37,7,0,2,2,94,3,15
630493,736371,0,2000.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,15067.0,5,4,0,0,1,43,6,2,0,2,22,1,7,1,6,7,94,3,15
638278,736585,1,2500.0,0,1400.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,154921.0,5,0,1,0,1,43,2,2,0,2,0,2,7,0,6,8,94,1,15
638656,736434,0,2000.0,0,0.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,4593.0,1,1,0,0,1,43,2,2,0,2,22,1,7,1,0,7,94,3,15
646982,736279,0,2000.0,1,1200.0,0,1,0,0,736369,0,720624,720624,1,0,0,1,0,1.0,70.28,0,35879.0,5,4,0,0,1,43,2,2,0,2,0,37,7,0,6,8,94,1,15
712515,736423,0,2000.0,1,1200.0,0,0,1,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,58573.0,5,4,0,0,1,43,6,2,0,2,0,37,7,0,6,3,94,1,15
712541,736434,0,2000.0,0,1200.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,27876.0,5,4,0,0,1,43,6,2,0,2,0,37,7,0,6,3,94,1,15
717716,732898,0,2100.0,0,1200.0,0,0,1,1,720624,0,720624,720624,1,0,0,1,0,3.0,595.69,0,91655.0,5,3,1,1,1,43,2,2,0,2,0,38,7,0,1,3,94,0,15
723302,736608,0,2500.0,0,0.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,48466.0,5,4,0,0,1,43,6,2,0,2,22,1,7,1,6,8,94,3,15
732266,734396,1,0.0,1,4725.0,1,1,0,0,735758,1,736626,735764,1,1,0,0,0,0.0,0.0,0,805724.0,0,0,1,1,0,43,2,2,0,2,0,2,7,0,3,8,94,0,15
746413,736476,0,2500.0,0,0.0,0,0,1,0,720624,0,720624,736017,0,0,0,0,0,0.0,0.0,0,6284.0,5,4,0,0,0,43,6,2,0,2,5,1,7,1,6,7,94,3,15
746425,736581,0,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,15691.0,5,4,0,0,1,43,2,2,0,2,0,37,7,0,6,8,94,3,15
760875,736549,1,2500.0,0,600.0,0,0,1,0,720624,0,720624,735388,0,1,0,0,0,0.0,0.0,0,12523.0,5,4,1,0,0,43,2,2,0,2,22,37,7,4,6,7,94,1,15
769670,736604,0,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,7740.0,5,4,0,0,1,43,6,2,0,2,20,1,7,1,6,7,94,3,15
774207,736585,1,2500.0,0,1400.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,149754.0,5,0,1,0,1,43,2,2,0,2,0,2,7,0,6,8,94,1,15
914571,734633,0,2404.0,1,200.0,0,0,0,1,735775,1,720624,735722,1,0,0,0,0,0.0,0.0,1,110485.0,1,1,0,0,0,43,6,2,0,2,0,1,7,0,0,3,94,2,15
915065,734791,0,0.0,1,1200.0,0,1,0,1,735386,1,736621,735395,1,0,0,1,0,1.0,69.57,1,629616.0,5,0,1,0,0,43,2,2,0,2,0,2,7,0,2,2,94,2,15
936474,734660,0,185.0,0,0.0,0,0,0,0,736419,0,736352,735464,0,0,0,0,0,0.0,0.0,0,27913.0,5,0,1,0,0,43,2,2,2,2,16,37,7,4,3,7,94,3,15
13812,735516,1,1568.0,1,1200.0,0,0,0,0,720624,1,720624,735813,0,0,0,0,0,0.0,0.0,0,88064.0,5,4,1,0,0,22,6,8,0,0,0,36,8,0,6,3,6,1,15
18213,735956,0,2500.0,0,0.0,0,0,0,0,720624,1,736523,735837,0,0,0,0,0,0.0,0.0,0,137333.0,5,4,0,0,0,22,6,8,0,0,0,36,8,0,6,3,6,3,15
23365,735026,0,0.0,1,1200.0,0,0,0,0,735442,1,720624,735932,0,0,0,1,0,1.0,223.12,0,145913.0,5,0,0,1,0,22,6,8,0,0,0,22,8,0,2,8,6,2,15
25136,735310,0,2500.0,0,0.0,0,0,0,0,735578,1,736488,735610,0,0,0,0,0,0.0,0.0,0,270381.0,2,2,0,0,0,22,6,8,0,0,0,36,8,0,5,8,6,3,15
59399,735165,0,207.0,1,1200.0,0,0,0,0,720624,1,736457,735813,0,1,0,0,0,0.0,0.0,1,65604.0,5,0,0,0,0,22,2,8,0,0,0,36,8,0,2,8,6,1,15
62717,735332,0,1327.0,1,1200.0,0,0,0,0,720624,1,735936,735855,0,0,0,0,0,0.0,0.0,1,48679.0,2,2,1,0,0,22,6,8,1,0,0,36,8,0,5,8,6,0,15
69113,735828,0,2500.0,1,1200.0,0,0,0,0,720624,1,735921,735808,0,1,0,0,0,0.0,0.0,0,130737.0,5,0,1,0,0,22,6,8,0,0,0,36,8,0,4,8,6,1,15
73719,735893,0,2500.0,1,1200.0,0,0,0,1,720624,1,736615,735499,1,0,0,0,0,0.0,0.0,0,177840.0,5,4,0,0,0,22,6,8,1,0,0,36,8,0,6,8,6,2,15
81564,735291,1,2500.0,0,0.0,0,0,0,0,720624,1,736305,735820,0,0,0,0,0,0.0,0.0,0,31574.0,5,1,1,0,0,22,6,8,0,0,0,36,8,0,2,8,6,3,15
83335,735297,0,443.0,1,1200.0,0,0,0,0,735327,1,736536,735346,0,0,0,0,0,0.0,0.0,0,43288.0,2,2,0,0,0,22,6,8,0,0,0,22,8,0,5,8,6,1,15
84721,735237,0,28.0,1,1200.0,0,0,0,0,720624,1,735990,735813,0,1,0,0,0,0.0,0.0,0,271.0,1,1,0,0,0,22,6,8,1,0,0,36,8,0,0,8,6,2,15
96167,733748,0,0.0,1,1200.0,0,0,0,0,735563,1,736310,735575,1,1,0,0,0,0.0,0.0,1,268188.0,4,0,0,1,0,22,2,8,0,0,0,36,8,0,0,2,6,1,15
118931,735860,0,2500.0,0,0.0,0,0,0,0,720624,1,736496,735808,0,0,0,0,0,0.0,0.0,0,117184.0,5,4,0,0,0,22,6,8,0,0,0,36,8,0,6,8,6,3,15
120780,735864,0,2500.0,0,0.0,0,0,0,0,720624,1,720624,735870,0,0,0,0,0,0.0,0.0,0,75801.0,5,4,0,0,0,22,6,8,0,0,0,36,8,0,6,8,6,3,15
130026,735591,0,2225.0,1,1200.0,0,0,0,0,735872,1,736618,735884,1,0,0,0,0,0.0,0.0,1,127727.0,5,4,1,0,0,22,6,8,0,0,0,37,8,0,6,8,6,1,15
142155,735310,0,0.0,1,1200.0,0,0,0,0,720624,1,735872,735870,0,1,0,0,0,0.0,0.0,0,44483.0,2,2,0,0,0,22,6,8,0,0,0,36,8,0,5,8,6,0,15
152674,735956,0,2500.0,1,800.0,0,0,0,0,736444,1,736523,735837,0,0,0,0,1,0.0,0.0,0,167275.0,5,4,0,0,0,22,6,8,0,0,0,36,8,0,6,3,6,6,15
